2954;EG;5225N;N52 00 W025 00;N52000000;W025000000;ENRT;;W0140;WGE;EGGX;EGGX;;;;IF;
2955;EG;5300E;N53 00 E000 00;N53000000;E000000000;ENRT;;W0032;WGE;EGTT;EGTT;;;;RF;
2956;EG;5301N;N53 24 W001 13;N53242100;W001124400;ENRT;;W0035;WGE;EGTT;EGTT;;;;U;L
2957;EG;5302N;N56 54 W002 44;N53544000;W002443300;ENRT;;W0042;WGE;EGTT;EGTT;;;;U;L
2958;EG;5305N;N53 40 W005 09;N53401200;W005085000;ENRT;;W0052;WGE;EGTT;EGTT;;;;U;L
2959;EI;5310N;N53 00 W010 00;N53000000;W010000000;ENRT;;W0080;WGE;EGPX;EGPX;;;;RF;
2960;EG;5320N;N53 00 W020 00;N53000000;W020000000;ENRT;;W0129;WGE;EGGX;EGGX;;;;RF;
2961;EG;5325N;N53 00 W025 00;N53000000;W025000000;ENRT;;W0144;WGE;EGGX;EGGX;;;;IF;
2962;EG;5400E;N54 00 E000 00;N54000000;E000000000;ENRT;;W0034;WGE;EGTT;EGTT;;;;RF;
2963;EG;5401N;N54 04 W001 56;N54045400;W001565700;ENRT;;W0039;WGE;EGTT;EGTT;;;;U;L
2964;EG;5402N;N54 00 W002 48;N54001000;W002483200;ENRT;;W0042;WGE;EGTT;EGTT;;;;U;L
2965;EG;5403N;N54 56 W003 44;N54563900;W003442800;ENRT;;W0049;WGE;EGTT;EGTT;;;;U;L
2966;EG;5420N;N54 00 W020 00;N54000000;W020000000;ENRT;;W0133;WGE;EGGX;EGGX;;;;RF;
2967;EG;5425N;N54 00 W025 00;N54000000;W025000000;ENRT;;W0148;WGE;EGGX;EGGX;;;;IF;
2968;EG;5500E;N55 00 E000 00;N55000000;E000000000;ENRT;;W0036;WGE;EGTT;EGTT;;;;RF;
2969;EG;5502N;N55 21 W002 40;N55211800;W002395000;ENRT;;W0045;WGE;EGPX;EGPX;;;;U;L
2970;EG;5502W;N55 17 W002 26;N55165000;W002260000;ENRT;;W0044;WGE;EGPX;EGPX;;;;U;L
2971;EG;5503N;N55 03 W003 21;N55032100;W003204500;ENRT;;W0047;WGE;EGPX;EGPX;;;;U;L
2972;EG;5504N;N55 08 W004 06;N55082600;W004060300;ENRT;;W0051;WGE;EGPX;EGPX;;;;U;L
2973;EK;5511E;N55 21 E011 30;N55214100;E011303800;ENRT;;E0009;WGE;EKDK;EKDK;;;;I;L
2974;EG;5515N;N55 00 W015 00;N55000000;W015000000;ENRT;;W0115;WGE;EGGX;EGGX;;;;RF;
2975;EG;5516N;N55 00 W016 00;N55000000;W016000000;ENRT;;W0117;WGE;EGGX;EGGX;;;;RF;
2976;EG;5517N;N55 00 W017 00;N55000000;W017000000;ENRT;;W0122;WGE;EGGX;EGGX;;;;RF;
2977;EG;5520N;N55 00 W020 00;N55000000;W020000000;ENRT;;W0137;WGE;EGGX;EGGX;;;;RF;
2978;EG;5525N;N55 00 W025 00;N55000000;W025000000;ENRT;;W0160;WGE;EGGX;EGGX;;;;RF;
2979;EG;5600E;N56 00 E000 00;N56000000;E000000000;ENRT;;W0038;WGE;EGPX;EGPX;;;;RF;
2980;EG;5615N;N56 00 W015 00;N56000000;W015000000;ENRT;;W0118;WGE;EGGX;EGGX;;;;RF;
2981;EG;5620N;N56 00 W020 00;N56000000;W020000000;ENRT;;W0140;WGE;EGGX;EGGX;;;;RF;
2982;EG;5625N;N56 00 W025 00;N56000000;W025000000;ENRT;;W0157;WGE;EGGX;EGGX;;;;IF;
2983;EG;5700E;N57 00 E000 00;N57000000;E000000000;ENRT;;W0041;WGE;EGPX;EGPX;;;;RF;
2984;EG;5705E;N57 00 E005 00;N57000000;E005000000;ENRT;;W0018;WGE;EGGX;EGGX;;;;IF;
2985;EG;5715N;N57 00 W015 00;N57000000;W015000000;ENRT;;W0112;WGE;EGGX;EGGX;;;;IF;
2986;EG;5720N;N57 00 W020 00;N57000000;W020000000;ENRT;;W0146;WGE;EGGX;EGGX;;;;RF;
2987;EG;5725N;N57 00 W025 00;N57000000;W025000000;ENRT;;W0162;WGE;EGGX;EGGX;;;;IF;
2988;EG;5800E;N58 00 E000 00;N58000000;E000000000;ENRT;;W0043;WGE;EGPX;EGPX;;;;RF;
2989;EG;5815N;N58 00 W015 00;N58000000;W015000000;ENRT;;W0116;WGE;EGGX;EGGX;;;;IF;
2990;EG;5820N;N58 00 W020 00;N58000000;W020000000;ENRT;;W0151;WGE;EGGX;EGGX;;;;RF;
2991;EG;5825N;N58 00 W025 00;N58000000;W025000000;ENRT;;W0167;WGE;EGGX;EGGX;;;;IF;
2992;EG;5900E;N59 00 E000 00;N59000000;E000000000;ENRT;;W0045;WGE;EGPX;EGPX;;;;RF;
2993;EG;5915N;N59 00 W015 00;N59000000;W015000000;ENRT;;W0121;WGE;EGGX;EGGX;;;;IF;
2994;EG;5920N;N59 00 W020 00;N59000000;W020000000;ENRT;;W0156;WGE;EGGX;EGGX;;;;RF;
9824;ED;VEPOL;VEPOL;N54271500;E008354500;ENRT;;W0010;WGE;EDWW;EDVV;;;;R D;
2995;EG;5925N;N59 00 W025 00;N59000000;W025000000;ENRT;;W0173;WGE;EGGX;EGGX;;;;IF;
2996;BG;5945N;N59 00 W045 00;N59000000;W045000000;ENRT;;W0265;WGE;BGGL;BGGL;;;;IF;
2997;EN;5A03E;N58 05 E003 18;N58050000;E003180000;ENRT;;W0033;WGE;ENOR;ENOR;;;;RF;
2998;EG;5A04N;N54 17 W004 49;N54175900;W004495800;ENRT;;W0053;WGE;EGTT;EGTT;;;;I;L
2999;EG;5CLN;CLN-298/D5.0;N51530106;E001013221;ENRT;;W0030;WGE;EGTT;EGTT;;;;R;
3000;LF;5NM;DEROL-R171/D5;N48354492;E002082079;ENRT;;W0017;WGE;LFFF;LFFF;;;;I D;
3001;BI;6000E;N60 00 E000 00;N60000000;E000000000;ENRT;;W0055;WGE;BIRD;BIRD;;;;RF;
3002;EG;6015N;N60 00 W015 00;N60000000;W015000000;ENRT;;W0133;WGE;EGGX;EGGX;;;;RF;H
3003;EG;6016N;N60 00 W016 00;N60000000;W016000000;ENRT;;W0137;WGE;EGGX;EGGX;;;;RF;
3004;EG;6019N;N60 00 W019 00;N60000000;W019000000;ENRT;;W0155;WGE;EGGX;EGGX;;;;IF;
3005;EG;6020N;N60 00 W020 00;N60000000;W020000000;ENRT;;W0160;WGE;EGGX;EGGX;;;;RF;
3006;EG;6025N;N60 00 W025 00;N60000000;W025000000;ENRT;;W0186;WGE;EGGX;EGGX;;;;RF;
3007;BG;6045N;N60 00 W045 00;N60000000;W045000000;ENRT;;W0284;WGE;BGGL;BGGL;;;;RF;
3008;BG;6050N;N60 00 W050 00;N60000000;W050000000;ENRT;;W0301;WGE;BGGL;BGGL;;;;RF;
3009;EG;6101N;N61 00 W001 00;N61000000;W001000000;ENRT;;W0059;WGE;EGPX;EGPX;;;;RF;
3010;EG;6112N;N61 00 W012 00;N61000000;W012000000;ENRT;;W0121;WGE;EGPX;EGPX;;;;IF;
3011;BI;6114N;N61 00 W014 00;N61000000;W014000000;ENRT;;W0124;WGE;BIRD;BIRD;;;;IF;
3012;BI;6115N;N61 00 W015 00;N61000000;W015000000;ENRT;;W0129;WGE;BIRD;BIRD;;;;IF;
3013;BI;6116N;N61 00 W016 00;N61000000;W016000000;ENRT;;W0131;WGE;BIRD;BIRD;;;;IF;
3014;EN;611AE;N61 00 E012 34;N61000000;E012340000;ENRT;;E0014;WGE;ENOR;ENOR;;;;I;
3015;EG;6120N;N61 00 W020 00;N61000000;W020000000;ENRT;;W0166;WGE;EGGX;EGGX;;;;RF;
3016;BI;6125N;N61 00 W025 00;N61000000;W025000000;ENRT;;W0184;WGE;BIRD;BIRD;;;;IF;
3017;BG;6145N;N61 00 W045 00;N61000000;W045000000;ENRT;;W0282;WGE;BGGL;BGGL;;;;IF;
3018;BI;6210N;N62 00 W010 00;N62000000;W010000000;ENRT;;W0113;WGE;BIRD;BIRD;;;;RF;
3019;BI;6215N;N62 00 W015 00;N62000000;W015000000;ENRT;;W0134;WGE;BIRD;BIRD;;;;IF;
3020;BI;6220N;N62 00 W020 00;N62000000;W020000000;ENRT;;W0171;WGE;BIRD;BIRD;;;;RF;
3021;BI;6225N;N62 00 W025 00;N62000000;W025000000;ENRT;;W0190;WGE;BIRD;BIRD;;;;IF;
3022;BI;6230N;N62 00 W030 00;N62000000;W030000000;ENRT;;W0228;WGE;BIRD;BIRD;;;;RF;
3023;BG;6240N;N62 00 W040 00;N62000000;W040000000;ENRT;;W0280;WGE;BGGL;BGGL;;;;RF;
3024;BG;6245N;N62 00 W045 00;N62000000;W045000000;ENRT;;W0290;WGE;BGGL;BGGL;;;;IF;
3025;BI;6310N;N63 00 W010 00;N63000000;W010000000;ENRT;;W0117;WGE;BIRD;BIRD;;;;RF;
3026;BI;6315N;N63 00 W015 00;N63000000;W015000000;ENRT;;W0139;WGE;BIRD;BIRD;;;;IF;
3027;BI;6320N;N63 00 W020 00;N63000000;W020000000;ENRT;;W0176;WGE;BIRD;BIRD;;;;RF;
3028;BI;6330N;N63 00 W030 00;N63000000;W030000000;ENRT;;W0235;WGE;BIRD;BIRD;;;;RF;H
3029;BI;6335N;N63 00 W035 00;N63000000;W035000000;ENRT;;W0251;WGE;BIRD;BIRD;;;;IF;
3030;BG;6340N;N63 00 W040 00;N63000000;W040000000;ENRT;;W0286;WGE;BGGL;BGGL;;;;RF;
3031;BG;6345N;N63 00 W045 00;N63000000;W045000000;ENRT;;W0299;WGE;BGGL;BGGL;;;;IF;
3032;BG;6350N;N63 00 W050 00;N63000000;W050000000;ENRT;;W0331;WGE;BGGL;BGGL;;;;RF;
3033;BG;6355N;N63 00 W055 00;N63000000;W055000000;ENRT;;W0334;WGE;BGGL;BGGL;;;;IF;
3034;BI;6400E;N64 00 E000 00;N64000000;E000000000;ENRT;;W0064;WGE;ENOB;ENOB;;;;RF;
3035;BI;6410N;N64 00 W010 00;N64000000;W010000000;ENRT;;W0121;WGE;BIRD;BIRD;;;;RF;
3036;EN;6412E;N64 23 E012 27;N64230000;E012270000;ENRT;;E0001;WGE;ENOR;ENOR;;;;IF;
3037;BI;6415N;N64 00 W015 00;N64000000;W015000000;ENRT;;W0143;WGE;BIRD;BIRD;;;;IF;
3038;BI;6420N;N64 00 W020 00;N64000000;W020000000;ENRT;;W0182;WGE;BIRD;BIRD;;;;RF;
3039;BI;6430N;N64 00 W030 00;N64000000;W030000000;ENRT;;W0242;WGE;BIRD;BIRD;;;;RF;
3040;BI;6435N;N64 00 W035 00;N64000000;W035000000;ENRT;;W0272;WGE;BIRD;BIRD;;;;RF;
3041;BI;6440N;N64 00 W040 00;N64000000;W040000000;ENRT;;W0297;WGE;BIRD;BIRD;;;;RF;
3042;BG;6445N;N64 00 W045 00;N64000000;W045000000;ENRT;;W0308;WGE;BGGL;BGGL;;;;IF;
3043;BI;6450N;N64 00 W050 00;N64000000;W050000000;ENRT;;W0341;WGE;BIRD;BIRD;;;;RF;
3044;BG;6455N;N64 00 W055 00;N64000000;W055000000;ENRT;;W0345;WGE;BGGL;BGGL;;;;IF;
3045;LF;64CRL;ELVES-209/CRL D64.0;N49463332;E003565554;ENRT;;W0019;WGE;LFFF;LFFF;;;;I;
3046;BI;6500E;N65 00 E000 00;N65000000;E000000000;ENRT;;W0066;WGE;ENOB;ENOB;;;;RF;
3047;BI;6501N;N65 00 W001 00;N65000000;W001000000;ENRT;;W0072;WGE;BIRD;BIRD;;;;RF;
3048;EN;6503E;N65 00 E003 00;N65000000;E003000000;ENRT;;W0046;WGE;ENOB;ENOB;;;;IF;
3049;EG;6510E;N65 00 E010 00;N65000000;E010000000;ENRT;;W0002;WGE;EGGX;EGGX;;;;IF;
3050;BI;6510N;N65 00 W010 00;N65000000;W010000000;ENRT;;W0125;WGE;BIRD;BIRD;;;;RF;
3051;EN;6514E;N65 45 E013 42;N65450000;E013420000;ENRT;;E0006;WGE;ENOR;ENOR;;;;IF;
3052;BI;6515N;N65 00 W015 00;N65000000;W015000000;ENRT;;W0148;WGE;BIRD;BIRD;;;;IF;
3053;BI;6520N;N65 00 W020 00;N65000000;W020000000;ENRT;;W0187;WGE;BIRD;BIRD;;;;RF;
3054;BI;6530N;N65 00 W030 00;N65000000;W030000000;ENRT;;W0249;WGE;BIRD;BIRD;;;;RF;
3055;BI;6535N;N65 00 W035 00;N65000000;W035000000;ENRT;;W0266;WGE;BIRD;BIRD;;;;IF;
3056;BI;6536N;N65 00 W036 00;N65000000;W036000000;ENRT;;W0286;WGE;BIRD;BIRD;;;;RF;
3057;BG;6540N;N65 00 W040 00;N65000000;W040000000;ENRT;;W0304;WGE;BGGL;BIRD;;;;RF;
3058;BG;6542N;N65 00 W042 00;N65000000;W042000000;ENRT;;W0317;WGE;BGGL;BGGL;;;;RF;
3059;BG;6545N;N65 00 W045 00;N65000000;W045000000;ENRT;;W0318;WGE;BGGL;BGGL;;;;IF;
3060;BG;6546N;N65 00 W046 00;N65000000;W046000000;ENRT;;W0337;WGE;BGGL;BGGL;;;;RF;
3061;BG;6548N;N65 00 W048 00;N65000000;W048000000;ENRT;;W0346;WGE;BGGL;BGGL;;;;RF;
3062;BG;6550N;N65 00 W050 00;N65000000;W050000000;ENRT;;W0352;WGE;BGGL;BIRD;;;;RF;
3063;BG;6555N;N65 00 W055 00;N65000000;W055000000;ENRT;;W0357;WGE;BGGL;BGGL;;;;IF;
3064;EN;6600E;N66 00 E000 00;N66000000;E000000000;ENRT;;W0070;WGE;ENOB;ENOB;;;;RF;
3065;BI;6605N;6605N / PTSQ;N66000000;W005000000;ENRT;;W0100;WGE;BIRD;BIRD;;;;RF;H
3066;EG;6610E;N66 00 E010 00;N66000000;E010000000;ENRT;;W0002;WGE;EGGX;EGGX;;;;IF;
3067;BI;6610N;N66 00 W010 00;N66000000;W010000000;ENRT;;W0128;WGE;BIRD;BIRD;;;;RF;
3068;BI;6620N;N66 00 W020 00;N66000000;W020000000;ENRT;;W0193;WGE;BIRD;BIRD;;;;RF;
3069;BI;6630N;N66 00 W030 00;N66000000;W030000000;ENRT;;W0258;WGE;BIRD;BIRD;;;;RF;
3070;BG;6634N;N66 00 W034 00;N66000000;W034000000;ENRT;;W0280;WGE;BGGL;BGGL;;;;RF;
3071;BG;6638N;N66 00 W038 00;N66000000;W038000000;ENRT;;W0304;WGE;BGGL;BGGL;;;;RF;
3072;BG;6640N;N66 00 W040 00;N66000000;W040000000;ENRT;;W0313;WGE;BGGL;BIRD;;;;RF;
3073;BG;6642N;N66 00 W042 00;N66000000;W042000000;ENRT;;W0326;WGE;BGGL;BGGL;;;;RF;
3074;BG;6645N;N66 00 W045 00;N66000000;W045000000;ENRT;;W0339;WGE;BGGL;BIRD;;;;RF;
3075;BG;6648N;N66 00 W048 00;N66000000;W048000000;ENRT;;W0357;WGE;BGGL;BGGL;;;;RF;
3076;BI;66P2;N66 00 W008 30;N66000000;W008300000;ENRT;;W0119;WGE;BIRD;BIRD;;;;RF;H
3077;BI;66PR;N66 00 W012 30;N66000000;W012300000;ENRT;;W0144;WGE;BIRD;BIRD;;;;RF;H
3078;BI;6700E;N67 00 E000 00;N67000000;E000000000;ENRT;;W0072;WGE;ENOB;ENOB;;;;RF;
3079;EG;6710E;N67 00 E010 00;N67000000;E010000000;ENRT;;W0002;WGE;EGGX;EGGX;;;;IF;
3080;BI;6710N;N67 00 W010 00;N67000000;W010000000;ENRT;;W0134;WGE;BIRD;BIRD;;;;RF;
3081;EN;6715E;N67 00 E014 59;N67000000;E014590000;ENRT;;E0011;WGE;ENOR;ENOR;;;;IF;
3082;BI;6720N;N67 00 W020 00;N67000000;W020000000;ENRT;;W0199;WGE;BIRD;BIRD;;;;RF;
3083;BI;6730N;N67 00 W030 00;N67000000;W030000000;ENRT;;W0263;WGE;BIRD;BIRD;;;;RF;
3084;BG;6732N;N67 00 W032 00;N67000000;W032000000;ENRT;;W0276;WGE;BGGL;BGGL;;;;RF;
3085;BG;6734N;N67 00 W034 00;N67000000;W034000000;ENRT;;W0286;WGE;BGGL;BGGL;;;;RF;
3086;BG;6740N;N67 00 W040 00;N67000000;W040000000;ENRT;;W0322;WGE;BGGL;BIRD;;;;RF;
3087;BG;6744N;N67 00 W044 00;N67000000;W044000000;ENRT;;W0347;WGE;BGGL;BGGL;;;;RF;
3088;BG;6746N;N67 00 W046 00;N67000000;W046000000;ENRT;;W0358;WGE;BGGL;BGGL;;;;RF;
3089;BG;6748N;N67 00 W048 00;N67000000;W048000000;ENRT;;W0368;WGE;BGGL;BGGL;;;;RF;
3090;LF;67BRY;DJL-315/BRY-D67;N47384879;E004304637;ENRT;;W0007;WGE;LFFF;LFFF;;;;I E;
3091;LF;67D;ATN-339/BRY-D67;N47222809;E003552786;ENRT;;W0010;WGE;LFFF;LFFF;;;;I E;
3092;LF;67NM;DETUN-335/BRY D67;N47322257;E004202160;ENRT;;W0020;WGE;LFFF;LFFF;;;;I E;
3093;EG;6810E;N68 00 E010 00;N68000000;E010000000;ENRT;;W0003;WGE;EGGX;EGGX;;;;IF;
3094;BI;6810N;N68 00 W010 00;N68000000;W010000000;ENRT;;W0138;WGE;BIRD;BIRD;;;;RF;
3095;BI;6820N;N68 00 W020 00;N68000000;W020000000;ENRT;;W0205;WGE;BIRD;BIRD;;;;RF;H
3096;BG;6826N;N68 00 W026 00;N68000000;W026000000;ENRT;;W0243;WGE;BGGL;BGGL;;;;RF;
3097;BG;6830N;N68 00 W030 00;N68000000;W030000000;ENRT;;W0273;WGE;BGGL;BIRD;;;;RF;
3098;BG;6832N;N68 00 W032 00;N68000000;W032000000;ENRT;;W0284;WGE;BGGL;BGGL;;;;RF;
3099;BG;6840N;N68 00 W040 00;N68000000;W040000000;ENRT;;W0331;WGE;BGGL;BIRD;;;;RF;
3100;BG;6844N;N68 00 W044 00;N68000000;W044000000;ENRT;;W0357;WGE;BGGL;BGGL;;;;RF;
3101;BG;6850N;N68 00 W050 00;N68000000;W050000000;ENRT;;W0387;WGE;BGGL;BIRD;;;;RF;
3102;BI;6900E;N69 00 E000 00;N69000000;E000000000;ENRT;;W0077;WGE;ENOB;ENOB;;;;RF;
3103;EG;6910E;N69 00 E010 00;N69000000;E010000000;ENRT;;W0003;WGE;EGGX;EGGX;;;;IF;
3104;BI;6910N;N69 00 W010 00;N69000000;W010000000;ENRT;;W0142;WGE;BIRD;BIRD;;;;RF;
3105;BI;6920N;N69 00 W020 00;N69000000;W020000000;ENRT;;W0211;WGE;BIRD;BIRD;;;;RF;
3106;BG;6926N;N69 00 W026 00;N69000000;W026000000;ENRT;;W0250;WGE;BGGL;BGGL;;;;RF;
3107;BG;6930N;N69 00 W030 00;N69000000;W030000000;ENRT;;W0276;WGE;BGGL;BIRD;;;;RF;
3108;BG;6940N;N69 00 W040 00;N69000000;W040000000;ENRT;;W0341;WGE;BGGL;BIRD;;;;RF;
3109;BG;6944N;N69 00 W044 00;N69000000;W044000000;ENRT;;W0368;WGE;BGGL;BGGL;;;;RF;
3110;BG;6946N;N69 00 W046 00;N69000000;W046000000;ENRT;;W0380;WGE;BGGL;BGGL;;;;RF;
3111;BG;6950N;N69 00 W050 00;N69000000;W050000000;ENRT;;W0399;WGE;BGGL;BIRD;;;;RF;
3112;BI;69P1;N69 40 W020 00;N69400000;W020000000;ENRT;;W0213;WGE;BIRD;BIRD;;;;RF;H
3113;EN;6A05E;N64 49 E005 54;N64485400;E005541200;ENRT;;W0033;WGE;ENOR;ENOR;;;;RF;
3114;EN;6A10E;N63 27 E010 23;N63270000;E010230000;ENRT;;W0005;WGE;ENOR;ENOR;;;;RF;
3115;ES;6A17E;N65 31 E017 13;N65310500;E017135000;ENRT;;E0031;WGE;ESAA;ESAA;;;;IF;
3116;BI;6A35N;N65 23 W035 00;N65230000;W035000000;ENRT;;W0280;WGE;BIRD;BIRD;;;;RF;
3117;BG;6A44N;N66 00 W044 37;N66000000;W044370000;ENRT;;W0334;WGE;BGGL;BGGL;;;;RF;
3118;LF;6NM;DOPAP-R-161/D6;N48363205;E002174964;ENRT;;W0016;WGE;LFFF;LFFF;;;;I D;
3119;EN;7000E;N70 00 E000 00;N70000000;E000000000;ENRT;;W0079;WGE;BIRD;BIRD;;;;RO;
3120;BI;7001N;N70 00 W001 00;N70000000;W001000000;ENRT;;W0083;WGE;BIRD;BIRD;;;;RF;
3121;BI;7002N;N70 00 W002 00;N70000000;W002000000;ENRT;;W0090;WGE;BIRD;BIRD;;;;RF;
3122;BI;7005E;N70 00 E005 00;N70000000;E005000000;ENRT;;W0043;WGE;BIRD;BIRD;;;;RF;
3123;EN;7006E;N70 00 E006 00;N70000000;E006000000;ENRT;;W0037;WGE;ENOB;ENOB;;;;RF;
3124;BI;7010E;N70 00 E010 00;N70000000;E010000000;ENRT;;W0010;WGE;BIRD;BIRD;;;;RF;
3125;BI;7010N;N70 00 W010 00;N70000000;W010000000;ENRT;;W0147;WGE;BIRD;BIRD;;;;RF;
3126;BI;7020N;N70 00 W020 00;N70000000;W020000000;ENRT;;W0217;WGE;BGGL;BGGL;;;;RF;
3127;BG;7026N;N70 00 W026 00;N70000000;W026000000;ENRT;;W0257;WGE;BGGL;BGGL;;;;RF;
3128;BG;7028N;N70 00 W028 00;N70000000;W028000000;ENRT;;W0270;WGE;BGGL;BGGL;;;;RF;
3129;BG;7030N;N70 00 W030 00;N70000000;W030000000;ENRT;;W0286;WGE;BGGL;BIRD;;;;RF;
3130;BG;7040N;N70 00 W040 00;N70000000;W040000000;ENRT;;W0351;WGE;BGGL;BIRD;;;;RF;
3131;BG;7046N;N70 00 W046 00;N70000000;W046000000;ENRT;;W0391;WGE;BGGL;BGGL;;;;RF;
3132;BG;7050N;N70 00 W050 00;N70000000;W050000000;ENRT;;W0411;WGE;BGGL;BIRD;;;;RF;
3133;BG;7060N;N70 00 W060 00;N70000000;W060000000;ENRT;;W0460;WGE;BGGL;BIRD;;;;RF;
3134;BI;70PQ;N70 59 W010 00;N70590000;W010000000;ENRT;;W0148;WGE;BIRD;BIRD;;;;RF;H
3135;EN;7100E;N71 00 E000 00;N71000000;E000000000;ENRT;;W0079;WGE;ENOB;ENOB;;;;RF;
3136;EG;7110E;N71 00 E010 00;N71000000;E010000000;ENRT;;W0004;WGE;EGGX;EGGX;;;;IF;
3137;BI;7110N;N71 00 W010 00;N71000000;W010000000;ENRT;;W0151;WGE;BIRD;BIRD;;;;RF;
3138;BI;7120N;N71 00 W020 00;N71000000;W020000000;ENRT;;W0223;WGE;BGGL;BGGL;;;;RF;
3139;BG;7124N;N71 00 W024 00;N71000000;W024000000;ENRT;;W0251;WGE;BGGL;BGGL;;;;RF;
3140;BG;7128N;N71 00 W028 00;N71000000;W028000000;ENRT;;W0280;WGE;BGGL;BGGL;;;;RF;
3141;BI;7130N;N71 00 W030 00;N71000000;W030000000;ENRT;;W0294;WGE;BIRD;BIRD;;;;RF;
3142;BG;7140N;N71 00 W040 00;N71000000;W040000000;ENRT;;W0361;WGE;BGGL;BGGL;;;;RF;
3143;BG;7146N;N71 00 W046 00;N71000000;W046000000;ENRT;;W0402;WGE;BGGL;BGGL;;;;RF;
3144;BG;7148N;N71 00 W048 00;N71000000;W048000000;ENRT;;W0415;WGE;BGGL;BGGL;;;;RF;
3145;BG;7150N;N71 00 W050 00;N71000000;W050000000;ENRT;;W0424;WGE;BGGL;BGGL;;;;RF;
3146;EN;71E30;N71 26 E030 00;N71260000;E030000000;ENRT;;E0115;WGE;ENOB;ENOB;;;;RF;
3147;BG;71PR;N71 20 W020 00;N71200000;W020000000;ENRT;;W0225;WGE;BGGL;BGGL;;;;RO;H
3148;EN;7200E;N72 00 E000 00;N72000000;E000000000;ENRT;;W0086;WGE;ENOB;ENOB;;;;RF;
3149;EG;7210E;N72 00 E010 00;N72000000;E010000000;ENRT;;W0004;WGE;EGGX;EGGX;;;;IF;
3150;BI;7210N;N72 00 W010 00;N72000000;W010000000;ENRT;;W0156;WGE;BIRD;BIRD;;;;RF;
3151;BG;7220N;N72 00 W020 00;N72000000;W020000000;ENRT;;W0229;WGE;BGGL;BGGL;;;;RF;
3152;BG;7221N;N72 00 W021 00;N72000000;W021000000;ENRT;;W0234;WGE;BGGL;BGGL;;;;RF;
3153;BG;7224N;N72 00 W024 00;N72000000;W024000000;ENRT;;W0258;WGE;BGGL;BGGL;;;;RF;
3154;BG;7230N;N72 00 W030 00;N72000000;W030000000;ENRT;;W0304;WGE;BGGL;BGGL;;;;RF;
3155;BG;7240N;N72 00 W040 00;N72000000;W040000000;ENRT;;W0371;WGE;BGGL;BGGL;;;;RF;
3156;BG;7248N;N72 00 W048 00;N72000000;W048000000;ENRT;;W0427;WGE;BGGL;BGGL;;;;RF;
3157;BG;7250N;N72 00 W050 00;N72000000;W050000000;ENRT;;W0437;WGE;BGGL;BGGL;;;;RF;
3158;EN;7300E;N73 00 E000 00;N73000000;E000000000;ENRT;;W0089;WGE;ENOB;ENOB;;;;RF;
3159;EG;7310E;N73 00 E010 00;N73000000;E010000000;ENRT;;W0005;WGE;EGGX;EGGX;;;;IF;
3160;BI;7310N;N73 00 W010 00;N73000000;W010000000;ENRT;;W0160;WGE;BIRD;BIRD;;;;RF;
3161;BG;7320N;N73 00 W020 00;N73000000;W020000000;ENRT;;W0235;WGE;BGGL;BGGL;;;;RF;
3162;BG;7321N;N73 00 W021 00;N73000000;W021000000;ENRT;;W0240;WGE;BGGL;BGGL;;;;RF;
3163;BG;7330N;N73 00 W030 00;N73000000;W030000000;ENRT;;W0312;WGE;BGGL;BGGL;;;;RF;
3164;BG;7340N;N73 00 W040 00;N73000000;W040000000;ENRT;;W0381;WGE;BGGL;BGGL;;;;RF;
3165;BG;7350N;N73 00 W050 00;N73000000;W050000000;ENRT;;W0449;WGE;BGGL;BGGL;;;;RF;
3166;BG;7360N;N73 00 W060 00;N73000000;W060000000;ENRT;;W0510;WGE;BGGL;BGGL;;;;RF;
3167;LF;73CRL;CAN-086/CRL-D73;N49162560;E000393566;ENRT;;W0023;WGE;LFFF;LFFF;;;;I E;
3168;BG;73P2;N73 05 W020 00;N73050000;W020000000;ENRT;;W0233;WGE;BGGL;BGGL;;;;RF;H
3169;EN;7400E;N74 00 E000 00;N74000000;E000000000;ENRT;;W0087;WGE;ENOB;ENOB;;;;RF;
3170;EG;7410E;N74 00 E010 00;N74000000;E010000000;ENRT;;W0005;WGE;EGGX;EGGX;;;;IF;
3171;BG;7410N;N74 00 W010 00;N74000000;W010000000;ENRT;;W0164;WGE;BGGL;BIRD;;;;RF;
3172;BG;7420N;N74 00 W020 00;N74000000;W020000000;ENRT;;W0241;WGE;BGGL;BGGL;;;;RF;
3173;BG;7421N;N74 00 W021 00;N74000000;W021000000;ENRT;;W0247;WGE;BGGL;BGGL;;;;RF;
3174;BG;7430N;N74 00 W030 00;N74000000;W030000000;ENRT;;W0315;WGE;BGGL;BGGL;;;;RF;
3175;BG;7440N;N74 00 W040 00;N74000000;W040000000;ENRT;;W0391;WGE;BGGL;BGGL;;;;RF;H
3176;BG;7450N;N74 00 W050 00;N74000000;W050000000;ENRT;;W0462;WGE;BGGL;BGGL;;;;RF;
3177;BI;7460N;N74 00 W060 00;N74000000;W060000000;ENRT;;W0527;WGE;BIRD;BIRD;;;;RF;
3178;BG;74P1;N74 40 W040 00;N74400000;W040000000;ENRT;;W0393;WGE;BGGL;BGGL;;;;RF;H
3179;BG;74P3;N74 54 W010 00;N74540000;W010000000;ENRT;;W0163;WGE;BGGL;BGGL;;;;RF;RH
3180;EN;7500E;N75 00 E000 00;N75000000;E000000000;ENRT;;W0090;WGE;ENOB;ENOB;;;;RF;
