19689;LG;R310G;ARA-310/D07.0;N38110930;E021184401;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19690;LG;R310H;ARA-310/D08.0;N38114590;E021174335;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19691;LG;R310V;ARA-310/D22.0;N38205700;E021041580;LGRX;LG;E0022;;LGGG;LGGG;;;;I E;
19692;LG;R321S;ARA-321/D19.0;N38212565;E021102450;LGRX;LG;E0022;;LGGG;LGGG;;;;I E;
19693;LG;R336G;ARA-336/D07.0;N38130040;E021220390;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19695;LG;24SUD;SUD-099/SUD-D24.0;N35262608;E024391645;LGSA;LG;E0030;;LGGG;LGGG;;;;I Z;
19696;LG;27SUD;SUD-013/D27;N35572697;E024193882;LGSA;LG;E0031;;LGGG;LGGG;;;;I E;
19697;LG;PLH41;SUD-138/PLH-D41.0;N35105435;E024305587;LGSA;LG;E0030;;LGGG;LGGG;;;;I E;
19698;LG;R127I;SUD-127/D9.0;N35253975;E024185889;LGSA;LG;E0030;;LGGG;LGGG;;;;I F;
19699;LG;SUD03;SUD-110/D3;N35301970;E024135655;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19700;LG;SUD07;SUD-231/7.0;N35271898;E024033658;LGSA;LG;E0030;;LGGG;LGGG;;;;I E;
19701;LG;SUD09;SUD-109/D9;N35280480;E024204538;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19702;LG;SUD10;SUD-289/D10.0;N35351065;E023590947;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19703;LG;SUD11;SUD-288/D11;N35352220;E023575604;LGSA;LG;E0030;;LGGG;LGGG;;;;I F;
19704;LG;SUD19;SUD-231/D19;N35201289;E023514607;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19705;LG;SUD27;SUD-138/D27;N35102596;E024311820;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19706;LG;SUD30;SUD-289/D30.0;N35423471;E023362128;LGSA;LG;E0030;;LGGG;LGGG;;;;I Z;
19707;LG;SUD5;SUD-076/D5;N35322467;E024163274;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19708;LG;SUD6;SUD-321/D6;N35361826;E024061191;LGSA;LG;E0030;;LGGG;LGGG;;;;I D;
19709;LG;SUD7;SUD-288/D7;N35335683;E024023107;LGSA;LG;E0030;;LGGG;LGGG;;;;I F;
19710;LG;SUD70;SUD-138/D7.0;N35260041;E024155612;LGSA;LG;E0030;;LGGG;LGGG;;;;I E;
19711;LG;SUD9;SUD-111/D9.0;N35274743;E024203636;LGSA;LG;E0030;;LGGG;LGGG;;;;I F;
19712;LG;IF02;SKC-190/D6.3;N39042255;E023281458;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19713;LG;IF20;SKC-016/D8;N39180480;E023332783;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19714;LG;JSI01;JSI01;N39034132;E023280692;LGSK;LG;E0026;;LGGG;LGGG;;;;I;
19715;LG;JSI11;JSI11;N39170687;E023325640;LGSK;LG;E0026;;LGGG;LGGG;;;;I;
19716;LG;R092U;SKP-092/D21;N39090290;E024035371;LGSK;LG;E0027;;LGGG;LGGG;;;;I D;
19717;LG;R173O;SKP-173/D15;N38555907;E023382180;LGSK;LG;E0024;;LGGG;LGGG;;;;I D;
19718;LG;R272I;SKP-272/D9;N39113972;E023252798;LGSK;LG;E0025;;LGGG;LGGG;;;;I D;
19719;LG;R338O;SKP-338/D15;N39250179;E023304062;LGSK;LG;E0025;;LGGG;LGGG;;;;I D;
19720;LG;SKP03;SKP-205/D3.0;N39081515;E023351080;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19721;LG;SKP10;SKP-205/D10.0;N39020439;E023305654;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19722;LG;SKP21;SKP-092/D21;N39091067;E024035460;LGSK;LG;E0027;;LGGG;LGGG;;;;C;
19723;LG;SKP3;SKP-357/D3;N39135416;E023370067;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19724;LG;SKP7;SKP-357/D7;N39175438;E023370156;LGSK;LG;E0026;;LGGG;LGGG;;;;I F;
19725;LG;SKP9;SKP-272/D9;N39113639;E023252763;LGSK;LG;E0025;;LGGG;LGGG;;;;C;
19726;LG;SAM01;RW09-092/SAM-D1.0;N37412082;E026554257;LGSM;LG;E0027;;LGGG;LGGG;;;;I D;
19727;LG;SAM06;RW27-272/SAM-D0.6;N37412852;E026534434;LGSM;LG;E0027;;LGGG;LGGG;;;;I D;
19728;LG;MIL22;MIL-097/D22.0;N36420000;E024585400;LGSR;LG;E0024;;LGGG;LGGG;;;;I Z;
19729;LG;MIL28;MIL-265/D28;N36223900;E024514643;LGSR;LG;E0023;;LGGG;LGGG;;;;I Z;
19730;LG;MIL64;MIL-097/D64;N36363600;E025492400;LGSR;LG;E0025;;LGGG;LGGG;;;;I Z;
19731;LG;R097;SNI-338/MIL-097;N36393600;E025214800;LGSR;LG;E0030;;LGGG;LGGG;;;;I D;
19732;LG;R210W;SNI-210/23;N36044080;E025133789;LGSR;LG;E0025;;LGGG;LGGG;;;;I Z;
19733;LG;SNI02;SNI 338/02;N36253886;E025280963;LGSR;LG;E0025;;LGGG;LGGG;;;;C F;
19734;LG;SNI09;SNI-338/D9;N36321380;E025251654;LGSR;LG;E0025;;LGGG;LGGG;;;;I F;
19735;LG;SNI14;SNI14;N36365587;E025231259;LGSR;LG;E0025;;LGGG;LGGG;;;;I Z;
19736;LG;SNI15;SNI-210/D15;N36111260;E025185427;LGSR;LG;E0025;;LGGG;LGGG;;;;I E;
19737;LG;SNI17;SNI-338/D17;N36385920;E025214200;LGSR;LG;E0020;;LGGG;LGGG;;;;I Z;
19738;LG;SNI9;SNI-146/D9;N36160169;E025344158;LGSR;LG;E0025;;LGGG;LGGG;;;;C F;
19739;LG;R138M;ATH-359/TGG-138;N38100114;E023441835;LGTG;LG;E0024;;LGGG;LGGG;;;;I E;
19694;LG;R336O;ARA-336/D15.0;N38202545;E021181485;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19740;LG;TGG11;TGG-082/D11.0;N38211663;E023472598;LGTG;LG;E0031;;LGGG;LGGG;;;;I F;
19741;LG;TGG12;TGG-138/D12;N38103600;E023434800;LGTG;LG;E0024;;LGGG;LGGG;;;;I D;
19742;LG;TGG35;TGG-005/SKP-173;N38515339;E023385193;LGTG;LG;E0024;;LGGG;LGGG;;;;I E;
19743;LG;TGG36;TGG-005/D36;N38554800;E023390600;LGTG;LG;E0024;;LGGG;LGGG;;;;I D;
19744;LG;TGG89;TGG-095/D8.9;N38190574;E023444495;LGTG;LG;E0031;;LGGG;LGGG;;;;I F;
19745;LG;06MKR;MKR-344/D06.0;N40365832;E022562648;LGTS;LG;E0033;;LGGG;LGGG;;;;I F;
19746;LG;10TSL;TSL-187/10;N40172750;E022565958;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19747;LG;14MKR;MKR-164/D14.0;N40172713;E023021370;LGTS;LG;E0033;;LGGG;LGGG;;;;I F;
19748;LG;15MKR;MKR-268/D15.0;N40312462;E022383106;LGTS;LG;E0033;;LGGG;LGGG;;;;I Z;
19749;LG;21TSL;TSL-015/D21.0;N40471965;E023073936;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19750;LG;24MKR;MKR-157/24.0;N40083042;E023084624;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19751;LG;28TSL;I-MKR-283/TSL-305;N40325857;E022494780;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19752;LG;FSK14;FSK-190/D14.0;N40521466;E022553000;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19753;LG;I078;TSL-078/RW10;N40285130;E023101766;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19754;LG;IMAK5;RW10-282/IMAK-D5.0;N40323914;E022511421;LGTS;LG;E0031;;LGGG;LGGG;;;;I F;
19755;LG;IMAK7;RW10-102/7.32NM IMAK-D7.0;N40292754;E023065038;LGTS;LG;E0032;;LGGG;LGGG;;;;I F;
19756;LG;IMAK8;RW10-282/IMAK-D8.0;N40332483;E022472580;LGTS;LG;E0031;;LGGG;LGGG;;;;I F;
19757;LG;ITSL6;RW16-344/ITSL-D6.0;N40374137;E022561249;LGTS;LG;E0032;;LGGG;LGGG;;;;I F;
19758;LG;ITSL7;RW16-164/ITSL-D7.0(BIOS);N40241235;E023002270;LGTS;LG;E0032;;LGGG;LGGG;;;;I F;
19759;LG;ITSL8;RW16-344/ITSL-D8.0;N40393588;E022553483;LGTS;LG;E0032;;LGGG;LGGG;;;;I F;
19760;LG;MKR06;MKR-164/D6.0;N40251618;E022595653;LGTS;LG;E0026;;LGGG;LGGG;;;;I F;
19761;LG;MKR07;MKR-283/D7;N40330715;E022492459;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19762;LG;MKR08;MKR-282/D8.0;N40331271;E022480338;LGTS;LG;E0033;;LGGG;LGGG;;;;I F;
19763;LG;MKR14;MKR09-194/MKR-D14.0;N40171159;E022585547;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19764;LG;MKR15;MKR-282/D15.0;N40350198;E022391121;LGTS;LG;E0033;;LGGG;LGGG;;;;I Z;
19765;LG;MKR20;MKR-344/FSK-191;N40460606;E022534127;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19766;LG;MKR24;MKR-146/24.0;N40103288;E023142344;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19767;LG;MKR3;MKR-101/3.0;N40302266;E023015974;LGTS;LG;E0033;;LGGG;LGGG;;;;I;
19768;LG;MKR6;MKR-101/D6.0;N40293821;E023054840;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19769;LG;R019R;MKR-019/D18.0;N40475168;E023070993;LGTS;LG;E0032;;LGGG;LGGG;;;;I;
19770;LG;R076L;TSL-076/12.0;N40293210;E023144584;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19771;LG;R078L;TSL-078/D12;N40291259;E023145326;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19772;LG;R115J;TSL-115/D10;N40224540;E023105750;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19773;LG;R143T;TSL-143/20.0;N40104634;E023140276;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19774;LG;R150J;TSL-150/10.0;N40182222;E023051208;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19775;LG;R153J;TSL-153/D10;N40181770;E023044645;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19776;LG;R156N;TSL-SKP/TSL-D14.0;N40141701;E023055394;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19777;LG;R156U;TSL-SKP/TSL-D21.0;N40074436;E023090946;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19778;LG;R157R;TSL-157/18.0;N40102110;E023071546;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19779;LG;R157V;MKR-157/22.0;N40102351;E023075355;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19780;LG;R164J;TSL-164/10.0;N40173282;E023021216;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19781;LG;R175J;TSL-175/D10;N40172450;E022595545;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19782;LG;R178J;TSL-178/10.0;N40171812;E022590201;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19783;LG;R192O;MKR-192/D15.0;N40163786;E022530214;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19784;LG;R243L;TSL-243/12.0;N40222705;E022445663;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19785;LG;R245L;TSL-245/D12;N40223375;E022445440;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19786;LG;R267L;TSL-267/12.0;N40272017;E022433555;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19787;LG;R268R;R268R;N40272661;E022354617;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19788;LG;R274O;MKR-274/D15.0;N40325867;E022383972;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19789;LG;R281J;MKR-281/10.0;N40333387;E022452792;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19790;LG;R290O;MKR-290/15.0;N40370078;E022400495;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19791;LG;R304L;TSL-304/12.0;N40343359;E022464636;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19792;LG;R324J;MKR-324/10.0;N40393162;E022510425;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19793;LG;R329N;TSL-329/14.0;N40394182;E022504439;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19794;LG;R336O;MKR-336/D15.0;N40450537;E022505965;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19795;LG;R344E;MKR-344/5.0;N40355977;E022564392;LGTS;LG;E0033;;LGGG;LGGG;;;;I F;
19796;LG;R344O;MKR-344/D15.0;N40454556;E022534933;LGTS;LG;E0032;;LGGG;LGGG;;;;I F;
19797;LG;R352O;MKR-352/D15.0;N40460395;E022562012;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19798;LG;R359R;MKR-359/D18.0;N40491095;E022590713;LGTS;LG;E0032;;LGGG;LGGG;;;;I;
19799;LG;TSL05;TSL-268/D5.0;N40272751;E022524805;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19800;LG;TSL14;TSL-344/D14;N40405604;E022550293;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19801;LG;TSL15;TSL15;N40273742;E022394211;LGTS;LG;E0030;;LGGG;LGGG;;;;I;
19802;LG;TSL17;TSL-LOPOS/TSL-D17.0;N40203555;E022385630;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19803;LG;TSL19;TSL-332/D19.0;N40443370;E022485023;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19804;LG;TSL20;TSL-156/20;N40083525;E023083382;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19805;LG;TSL21;TSL-305/D21;N40400959;E022372942;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19806;LG;TSL22;TSL-143/D22.0;N40090409;E023152042;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19807;LG;TSL24;TSL-158/D24;N40050131;E023103301;LGTS;LG;E0026;;LGGG;LGGG;;;;I;
19808;LG;TSL25;TSL-TALAS/TSL-D25.0;N40423533;E022331865;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19809;LG;TSL26;TSL-KAS/TSL-D26.0;N40272712;E022251735;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19810;LG;TSL31;TSL-305/D31.0;N40461365;E022270192;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19811;LG;TSL32;TSL-305/D32;N40464548;E022255907;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19812;LG;TSL5;TSL-245/D5.0;N40252990;E022531650;LGTS;LG;E0031;;LGGG;LGGG;;;;I;
19813;LG;TSL6;TSL-158/D6;N40214117;E023015365;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19814;LG;TSL8;TSL-344/D8;N40350719;E022565374;LGTS;LG;E0025;;LGGG;LGGG;;;;I;
19815;LG;X017U;TSL-017/21.0;N40470113;E023085214;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19816;LG;X021Q;MKR-021/D17.0;N40463742;E023072194;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19817;LG;X078;THSNB-120/TSL-078;N40285714;E023101832;LGTS;LG;E0032;;LGGG;LGGG;;;;I;
19818;LG;X085P;MKR-085/D16.0;N40313483;E023190934;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19819;LG;X125N;MKR-125/14.0;N40222597;E023123441;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19820;LG;X146Q;MKR-146/17.0;N40162942;E023093283;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19821;LG;X155N;MKR-155/14.0;N40180617;E023045826;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19822;LG;X159Q;MKR-159/17.0;N40145478;E023045762;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19823;LG;X164J;MKR-164/10.0;N40212140;E023010451;LGTS;LG;E0033;;LGGG;LGGG;;;;I D;
19824;LG;X173N;MKR-173/14.0;N40170821;E022592323;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19825;LG;X180N;MKR-180/14.0;N40170773;E022570921;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19826;LG;X235P;MKR-235/16.0;N40223979;E022402306;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19827;LG;X235Q;MKR-235/17.0;N40220799;E022391647;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19828;LG;X243U;TSL--243/21.0;N40184734;E022341139;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19829;LG;X259P;MKR-259/16.0;N40285522;E022372444;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19830;LG;X259Q;MKR-259/17.0;N40284685;E022360658;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19831;LG;X267S;TSL-267/19.0;N40272020;E022342534;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19832;LG;X267U;TSL-267/D21.0;N40272008;E022314814;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19833;LG;X300O;MKR-300/15.0;N40391932;E022414181;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19834;LG;X300P;MKR-300/16.0;N40395207;E022403573;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19835;LG;X300Q;MKR-300/17.0;N40402479;E022392962;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19836;LG;X300T;MKR-300/20.0;N40420291;E022361120;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19837;LG;X304S;TSL-304/19.0;N40384680;E022392621;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19838;LG;X304U;TSL-304/D21.0;N40395907;E022372028;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19839;LG;X335O;MKR-335/15.0;N40450312;E022505174;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19840;LG;X335Q;MKR-335/D17.0;N40465456;E022495294;LGTS;LG;E0033;;LGGG;LGGG;;;;I;
19841;LG;X351S;TSL-351/19.0;N40461336;E022564775;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19842;LG;X352O;MKR-352/D15.0;N40460446;E022563244;LGTS;LG;E0033;;LGGG;LGGG;;;;I E;
19843;LG;X359Q;MKR-359/17.0;N40480690;E022590321;LGTS;LG;E0034;;LGGG;LGGG;;;;I E;
19846;LG;10ZAK;ZAK-162/D10.0;N37350548;E020562394;LGZA;LG;E0027;;LGGG;LGGG;;;;I Z;
19847;LG;12ZAK;ZAK-D12/RW34-342;N37562027;E020490513;LGZA;LG;E0027;;LGGG;LGGG;;;;I D;
19848;LG;KFN13;KFN-138/13.0;N37564870;E020405182;LGZA;LG;E0028;;LGGG;LGGG;;;;I D;
19849;LG;R149J;ZAK-149/D10.0;N37355975;E020591173;LGZA;LG;E0028;;LGGG;LGGG;;;;I F;
19850;LG;R159G;ZAK/159-D7.0;N37380752;E020555767;LGZA;LG;E0028;;LGGG;LGGG;;;;I F;
19851;LG;R339J;ZAK/339-10.0;N37541269;E020485744;LGZA;LG;E0028;;LGGG;LGGG;;;;I F;
19852;LG;R353J;ZAK-353/10.0;N37544334;E020515813;LGZA;LG;E0029;;LGGG;LGGG;;;;I F;
19853;LG;ZAK07;ZAK-D7/RW34-342;N37513409;E020504764;LGZA;LG;E0019;;LGGG;LGGG;;;;I D;
19854;LG;ZAK08;ZAK-342/D8;N37523245;E020502782;LGZA;LG;E0019;;LGGG;LGGG;;;;I F;
19855;LG;ZAK10;ZAK-342/D10.0;N37542441;E020494520;LGZA;LG;E0027;;LGGG;LGGG;;;;I D;
19856;LG;ZAK12;ZAK-162/D12;N37331369;E020570724;LGZA;LG;E0019;;LGGG;LGGG;;;;I F;
19857;LG;ZAK15;RW16-161/ZAK-15.0;N37303525;E020592194;LGZA;LG;E0028;;LGGG;LGGG;;;;I;
19858;LG;ZAK16;ZAK-317/D16.0;N37565748;E020400031;LGZA;LG;E0027;;LGGG;LGGG;;;;I D;
19859;LG;ZAK20;ZAK-319/D20;N38003994;E020374176;LGZA;LG;E0027;;LGGG;LGGG;;;;I E;
19860;LG;ZAK6;RW34-342/ZAK-D6;N37503597;E020510656;LGZA;LG;E0020;;LGGG;LGGG;;;;I F;
19861;LG;ZAKXX;ZAK-342/D8.0;N37522671;E020501705;LGZA;LG;E0028;;LGGG;LGGG;;;;I;
19862;LH;10BUD;RW13R-130/BUD-D10.0;N47200573;E019235973;LHBP;LH;E0030;WGE;LHCC;LHCC;;;;I D;
19863;LH;155X;QDM 155 TO HA;N47365416;E019043654;LHBP;LH;E0030;WGE;LHCC;LHCC;;;;I F;
19864;LH;BP001;BP001;N47270160;E019145799;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19865;LH;BP002;BP002;N47293573;E019264640;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19866;LH;BP003;BP003;N47200498;E019241965;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19867;LH;BP005;BP005;N47252624;E019153870;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19868;LH;BP006;BP006;N47223653;E019220561;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19869;LH;BP007;BP007;N47250094;E019181300;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19870;LH;BP009;BP009;N47271817;E019123780;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19871;LH;BP014;BP014;N47161549;E019584453;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19872;LH;BP019;BP019;N47391461;E018280000;LHBP;LH;E0022;WGE;LHCC;LHCC;;;;RF;
19873;LH;BP021;BP021;N47305408;E019325850;LHBP;LH;E0033;WGE;LHCC;LHCC;;;;W;
19874;LH;BP022;BP022;N47350730;E019310192;LHBP;LH;E0033;WGE;LHCC;LHCC;;;;W;
19875;LH;BP023;BP023;N47334895;E019244987;LHBP;LH;E0032;WGE;LHCC;LHCC;;;;W;
19876;LH;BP024;BP024;N47213684;E019325317;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19877;LH;BP025;BP025;N47185899;E019260552;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19878;LH;BP026;BP026;N47213021;E019215732;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19879;LH;BP027;BP027;N47282656;E019105105;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19880;LH;BP028;BP028;N47252681;E019064844;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFZ;
19881;LH;BP029;BP029;N47170522;E019201768;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19882;LH;BP030;BP030;N47210093;E019304521;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19883;LH;BP031;BP031;N47212599;E019220952;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19884;LH;BP032;BP032;N47222726;E019345007;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19885;LH;BP033;BP033;N47181861;E019333862;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19886;LH;BP034;BP034;N47191501;E019272573;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19887;LH;BP035;BP035;N47205500;E019244725;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19888;LH;BP036;BP036;N47295108;E019175588;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19889;LH;BP037;BP037;N47232329;E019313183;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19890;LH;BP038;BP038;N47193532;E019265330;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19891;LH;BP039;BP039;N47373114;E019134158;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19892;LH;BP040;BP040;N47361182;E019041197;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19893;LH;BP041;BP041;N47324278;E019054747;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19894;LH;BP042;BP042;N47304990;E019084697;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19895;LH;BP043;BP043;N47263881;E019224752;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19896;LH;BP044;BP044;N47335140;E019124376;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19897;LH;BP045;BP045;N47320112;E019065489;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19898;LH;BP046;BP046;N47382152;E019123600;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19899;LH;BP047;BP047;N47361182;E019041197;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19900;LH;BP048;BP048;N47320164;E019050067;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19901;LH;BP049;BP049;N47310802;E019062735;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19902;LH;BP050;BP050;N47225449;E019180102;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19903;LH;BP051;BP051;N47353226;E019095587;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFF;
19904;LH;BP052;BP052;N47285958;E019104200;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19905;LH;BP053;BP053;N47410737;E019180858;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19906;LH;BP054;BP054;N47394434;E019272573;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19907;LH;BP055;BP055;N47364091;E019473741;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19908;LH;BP056;BP056;N47290664;E019055353;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19909;LH;BP057;BP057;N47222238;E019114455;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19910;LH;BP058;BP058;N47173336;E019192675;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19911;LH;BP059;BP059;N47161669;E019584060;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19912;LH;BP060;BP060;N47091220;E019324294;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19913;LH;BP061;BP061;N47194608;E019062128;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19914;LH;BP062;BP062;N47362064;E019013579;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
19915;LH;BP065;BP065;N47370772;E018544666;LHBP;LH;E0022;WGE;LHCC;LHCC;;;;RF;
19916;LH;BP066;BP066;N47391233;E018572800;LHBP;LH;E0022;WGE;LHCC;LHCC;;;;R D;
19917;LH;BP068;BP068;N47460321;E019211118;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19918;LH;BP069;BP069;N47215746;E019230607;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19919;LH;BP070;BP070;N47212081;E019221237;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19920;LH;BP071;BP071;N47230421;E019294815;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RFD;
19921;LH;BP072;BP072;N47172621;E019301955;LHBP;LH;E0025;WGE;LHCC;LHCC;;;;RF;
