ENRT;;00;OAN;LF;D;B;2490;L;;10;02000;;;;;ORLEANS;NDB;2218
ENRT;;00;OBR;LY;D;B;0370;R;035;;03000;;;;;BELGRADE;NDB;2224
ENRT;;00;OCK;EG;D; ;3320;R;;10;07000;;;;;OCKHAM;VHF;545
ENRT;;00;OEM;ES;D;B;1860;R;;10;02300;;;;;KRISTIANSTAD;NDB;2231
ENRT;;00;OH;ES;D;B;3570;L;;10;02000;;;;;KARLSTAD;NDB;2238
ENRT;;00;OJ;ES;D;B;0160;R;;10;02800;;;;;JONKOPING;NDB;2240
ENRT;;00;OK;EI;D;B;2660;R;;10;03000;FL070;220;;;;NDB;2242
ENRT;;00;OKL;LK;D; ;0900;R;;10;04000;;;;;PRAHA;VHF;552
ENRT;;00;OL;ES;D;B;2890;L;;10;02500;;230;;;LULEA;NDB;2248
ENRT;;00;ON;ES;D;B;2680;L;;10;02500;;230;;;NORRKOEPING;NDB;2250
ENRT;;00;ONC;EB;D;B;0670;R;;10;03500;;;;;CHARLEROI;NDB;2251
ENRT;;00;ONW;EB;D;B;1120;L;032;;01500;;170;;;ANTWERP;NDB;2255
